#node1	node2	combined_score
MRPS10	MRPS35	999
ESF1	CSNK2A1	720
SIRT1	CSNK2A1	835
POLE2	ORC6	734
FAM107B	AGO2	770
MRPS10	RPL18A	973
SIRT1	NAMPT	993
ESF1	TWISTNB	870
RRN3	TWISTNB	999
GTPBP10	MRPL32	918
MRPS10	MRPL32	998
MRPS35	MRPL32	994
RPL18A	NUFIP2	726
SIRT1	RPS6KB1	712
RPAP3	POLR3B	823
MRPS10	POLR3B	862
TWISTNB	POLR3B	881
POLE2	RAD51AP1	738
ESF1	KRR1	957
TWISTNB	KRR1	830
SALL4	NANOG	999
BOD1L1	HCFC2	851
LAMB1	LAMA4	992
KRR1	MTREX	901
SETX	MTREX	737
TARBP1	MTREX	832
SIRT1	NUDT12	911
NAMPT	NUDT12	908
CRY1	NR3C1	914
MGP	GGCX	951
ESF1	CEBPZ	928
MTREX	CEBPZ	875
KRR1	CEBPZ	900
TWISTNB	CEBPZ	832
POLR3B	CEBPZ	841
ORC6	ORC2	999
CEBPZ	DDX55	767
KRR1	DDX55	731
MTREX	PAPOLG	994
EXOC2	RHOQ	703
CEBPZ	NFYB	903
WNT3	FZD3	863
VRK1	COIL	715
AURKA	NCAPH	814
AGO2	ZC3HAV1	715
HSPB11	IFT81	998
IFT81	TTC21B	938
HSPB11	TTC21B	819
VRK1	H4C6	878
CBX5	H4C6	911
STAG2	H4C6	762
SIRT1	H4C6	906
RIF1	H4C6	780
H1-3	H1-1	731
BBS9	BBS2	999
GNB4	PTGER2	791
RB1CC1	ATG14	999
FBXO5	DLGAP5	718
AURKA	DLGAP5	966
NCAPH	DLGAP5	818
RAD51AP1	DLGAP5	884
APOB	CANX	794
TAS2R3	TAS2R4	885
GNB4	GNGT1	999
FGFR1OP2	STRIP2	854
ZW10	COPB1	763
NUDCD1	COPB1	710
CANX	COPB1	771
COPB1	LMAN1	920
CANX	LMAN1	897
GNB4	GNAT2	831
GNGT1	GNAT2	972
AURKA	NCAPG	952
RAD51AP1	NCAPG	911
DLGAP5	NCAPG	948
NCAPH	NCAPG	999
EIF2AK2	EIF2S3	763
EIF3E	EIF2S3	992
RPL18A	EIF2S3	780
KRR1	NOL11	965
SRSF6	RBM39	705
MTREX	RBM39	888
STRADB	PRKAB2	749
CRY1	PRKAB2	923
LSM8	SNRPA1	997
AQR	SNRPA1	999
ATP6V1B1	WDR7	736
MRPS35	PTCD3	999
MRPL32	PTCD3	826
MRPS10	PTCD3	993
AP4S1	AP3B1	803
CRX	PDE6A	784
GNAT2	PDE6A	974
GNGT1	PDE6A	974
IMPG2	PDE6A	780
COIL	USPL1	756
THOC2	XPO4	850
AGO2	KRAS	734
SOS2	KRAS	985
GNB4	KRAS	702
GDAP1	SBF2	741
SOS2	RRAS2	940
GNB4	RRAS2	705
EIF2S3	EIF2S1	999
MRPS10	EIF2S1	909
EIF3E	EIF2S1	994
RPL18A	EIF2S1	870
KRR1	EIF2S1	866
EIF2AK2	EIF2S1	999
H4C6	CDK7	833
ERCC1	CDK7	789
CDK13	CDK7	808
RARS1	NARS1	909
PAPOLG	TUT4	897
WNT3	APC	825
CSNK2A1	APC	749
APC	HRK	786
COPB1	RINT1	737
ZW10	RINT1	999
NAMPT	NT5E	926
ADAT2	NT5E	754
PDE6A	NT5E	741
NUDT12	NT5E	981
ORC6	ORC3	999
H4C6	ORC3	792
ORC2	ORC3	999
POLE2	ORC3	705
RRM2B	MDM2	750
CSNK2A1	MDM2	728
MTREX	MPHOSPH6	997
TPH1	HTR2B	891
POLK	REV1	984
COPB1	COG3	927
RINT1	COG3	734
GOLGA5	COG3	892
YTHDC2	IGF2BP3	836
ERCC1	BRIP1	716
LMAN1	UGGT1	720
CANX	UGGT1	935
ATG14	STX17	999
RB1CC1	STX17	817
H4C6	POU5F1	912
NANOG	POU5F1	999
SALL4	POU5F1	998
THAP1	THAP12	895
EIF2AK2	THAP12	728
SNRPA1	TGS1	724
TFPI	THBS1	809
NCAPG	KIF23	949
NCAPH	KIF23	716
AURKA	KIF23	924
DLGAP5	KIF23	951
NOTCH2	ADAM10	825
MTREX	RSL24D1	905
ESF1	RSL24D1	855
TWISTNB	RSL24D1	856
KRR1	RSL24D1	883
DDX55	RSL24D1	949
RPL18A	RSL24D1	992
CEBPZ	RSL24D1	877
YTHDC2	LRPPRC	719
PTCD3	LRPPRC	804
DLGAP5	KIF11	997
RAD51AP1	KIF11	864
NCAPG	KIF11	975
NCAPH	KIF11	908
FBXO5	KIF11	784
KIF23	KIF11	994
AURKA	KIF11	972
BRIP1	TOPBP1	999
POLE2	TOPBP1	705
ERCC1	TOPBP1	737
TOPBP1	BARD1	998
MDM2	BARD1	821
BRIP1	BARD1	999
H4C6	BARD1	981
TWISTNB	WDR12	836
RSL24D1	WDR12	998
DDX55	WDR12	977
MTREX	WDR12	709
NOL11	WDR12	780
KRR1	WDR12	870
RPL18A	WDR12	923
CEBPZ	WDR12	895
GOLT1B	INTS13	745
CDK7	MNAT1	999
CDK13	MNAT1	780
H4C6	MNAT1	838
AGO2	CCND2	765
CDK7	CCND2	731
ECPAS	PSMC1	837
CSF3	PSMC1	933
SNRPA1	PPWD1	898
AQR	PPWD1	849
APC	LRP6	877
FZD3	LRP6	913
WNT3	LRP6	987
NUP155	NUP133	998
EIF2AK2	TRAF5	783
ECPAS	PSMA6	702
PSMC1	PSMA6	999
COG3	MAN2A1	758
CRY1	RORA	935
KRR1	GPATCH2L	849
ERCC1	PALB2	757
BRIP1	PALB2	998
RAD51AP1	PALB2	952
MRPL32	PALB2	771
AASDH	PALB2	988
BARD1	PALB2	987
THOC2	THOC1	999
CEBPZ	UTP20	968
TARBP1	UTP20	824
ESF1	UTP20	746
MTREX	UTP20	900
WDR12	UTP20	848
NOL11	UTP20	979
POLR3B	UTP20	750
KRR1	UTP20	999
ZFYVE26	TTC19	865
C2orf49	RTRAF	997
ESF1	UTP6	995
UTP20	UTP6	998
NOL11	UTP6	957
GPATCH2L	UTP6	850
WDR12	UTP6	881
KRR1	UTP6	999
TWISTNB	UTP6	846
CEBPZ	UTP6	832
MTREX	UTP6	892
RSL24D1	UTP6	700
NARS1	AARS1	947
RARS1	AARS1	850
AP3B1	AP4E1	876
AP4S1	AP4E1	999
SETX	SPG11	783
ZFYVE26	SPG11	990
TOPBP1	TIPIN	765
POLE2	TIPIN	977
ICE2	CCNT1	912
CDK13	CCNT1	968
CDK7	CCNT1	993
MNAT1	CCNT1	934
RB1CC1	PIK3C3	989
MTMR7	PIK3C3	820
STX17	PIK3C3	785
ATG14	PIK3C3	999
RBSN	PIK3C3	757
SETX	PHF3	722
KIF11	MCM4	874
ORC6	MCM4	987
H4C6	MCM4	827
NCAPH	MCM4	711
TIPIN	MCM4	997
TOPBP1	MCM4	792
KIF23	MCM4	778
ORC3	MCM4	990
RRM2B	MCM4	750
ORC2	MCM4	988
POLE2	MCM4	998
NANOG	SMAD2	856
NR3C1	SMAD2	789
POU5F1	SMAD2	928
RB1CC1	RHEB	801
PIK3C3	RHEB	774
RPS6KB1	RHEB	968
H4C6	KMT2C	977
KRAS	KMT2C	756
ATG14	VMP1	701
RB1CC1	VMP1	712
PIK3C3	VMP1	919
PEX1	TRIM37	722
PDE6A	RPE65	813
CRX	RPE65	875
METTL25	METTL2B	756
SMAD2	SMURF2	999
PKD2	INVS	703
CSNK2A1	CSNK2A2	993
APOB	VAMP7	752
STX17	VAMP7	999
STS	ANOS1	754
PKD2	TRPC5	804
CEACAM8	BPI	844
IPO5	CSE1L	814
XPO4	CSE1L	908
SOS2	GAB1	978
H4C6	EPC1	807
EPC2	EPC1	809
DYNC1LI2	CAPZA1	918
KIF23	KIF18A	921
DLGAP5	KIF18A	945
KIF11	KIF18A	970
NCAPG	KIF18A	813
GPATCH2L	DDX18	844
RSL24D1	DDX18	988
MTREX	DDX18	846
CEBPZ	DDX18	958
UTP20	DDX18	749
ESF1	DDX18	977
DDX55	DDX18	946
KRR1	DDX18	992
WDR12	DDX18	997
UTP6	DDX18	761
RPL18A	DDX18	883
USPL1	DESI1	831
PSMC1	DESI1	994
PSMA6	DESI1	994
CSF3	IL1A	991
IRAK3	IL1A	756
IRAK3	IL1B	740
CSF3	IL1B	996
IL1A	IL1B	999
SIRT1	IL1B	719
EIF2AK2	IL1B	704
ADAM10	C9	720
TRAF5	BIRC3	997
PTCD3	MTIF2	944
RPL18A	MTIF2	826
MRPS35	MTIF2	951
POLR3B	MTIF2	792
MRPL32	MTIF2	968
MRPS10	MTIF2	990
RRN3	TAF1B	923
REV1	POLD3	991
POLE2	POLD3	961
AQR	SNRNP40	997
PPWD1	SNRNP40	832
LSM8	SNRNP40	939
SNRPA1	SNRNP40	997
RBM39	DNAJC8	868
MPP5	EPB41L5	845
ORC6	LHX4	714
DLGAP5	SGO1	849
NCAPG	SGO1	719
KIF18A	SGO1	862
STAG2	SGO1	951
KIF11	SGO1	841
AURKA	SGO1	750
CBX5	SGO1	869
EIF2S3	EIF2AK4	853
EIF2S1	EIF2AK4	999
KNOP1	ZNF106	706
MTIF2	POLR1A	815
RPAP3	POLR1A	823
MTREX	POLR1A	918
TWISTNB	POLR1A	999
UTP20	POLR1A	960
RRN3	POLR1A	999
CEBPZ	POLR1A	844
ESF1	POLR1A	819
TAF1B	POLR1A	750
POLR3B	POLR1A	990
MRPS10	POLR1A	773
DDX18	POLR1A	734
CHMP2B	STAM2	847
STRIP2	STRN	996
FGFR1OP2	STRN	892
POLR3B	GTF3C3	736
PIK3C3	PIK3CA	727
RRAS2	PIK3CA	988
RAP1B	PIK3CA	929
GNB4	PIK3CA	810
GAB1	PIK3CA	920
KRAS	PIK3CA	998
SOS2	PIK3CA	860
RPS6KB1	PIK3CA	716
RBSN	EHBP1	726
CANX	DNAJC10	876
UGGT1	DNAJC10	728
EPC2	ATF2	739
EPC1	ATF2	735
ICE2	CCNT2	907
CDK7	CCNT2	972
MNAT1	CCNT2	924
CDK13	CCNT2	963
CCNT1	CCNT2	986
H4C6	ARID4B	852
PIK3C3	TXNDC9	700
SETX	ALS2	909
SPG11	ALS2	798
CHMP2B	ALS2	789
TOPBP1	TOP2B	955
PIK3C3	PIKFYVE	980
VCL	PIKFYVE	915
MTMR7	PIKFYVE	926
RGS2	PRKG2	912
KRAS	PRKG2	784
KRAS	RAPGEF2	939
RRAS2	RAPGEF2	928
RAP1B	RAPGEF2	989
SLC30A4	SLC30A9	834
STX17	SEC22C	742
PIK3CA	FGF2	714
POU5F1	FGF2	931
CSF3	FGF2	961
KRAS	FGF2	820
ANOS1	FGF2	781
IL1A	FGF2	718
NANOG	FGF2	924
IL1B	FGF2	896
THBS1	FGF2	841
BBS2	BBS7	999
BBS9	BBS7	999
BOD1L1	RBBP5	915
KMT2C	RBBP5	999
HCFC2	RBBP5	955
H4C6	RBBP5	988
MGA	RBBP5	905
POLQ	NEIL3	755
LRPPRC	FASTKD3	733
PIK3C3	PI4K2B	931
PIKFYVE	PI4K2B	939
LMAN1	USO1	782
COG3	USO1	708
COPB1	USO1	869
REV1	RAD18	860
POLD3	RAD18	783
POLK	RAD18	749
YTHDC2	XRN1	989
LSM8	XRN1	958
MTREX	XRN1	869
AGO2	XRN1	831
STRN	PPP2R3A	714
PALB2	MRPL3	846
POLR3B	MRPL3	778
PTCD3	MRPL3	871
MRPS10	MRPL3	997
MTIF2	MRPL3	983
RPL18A	MRPL3	956
RSL24D1	MRPL3	866
MRPS35	MRPL3	995
POLR1A	MRPL3	795
WDR12	MRPL3	777
MRPL32	MRPL3	998
GTPBP10	MRPL3	903
MNAT1	ERCC8	748
ERCC1	ERCC8	977
THBS1	VCAN	778
LYVE1	VCAN	819
KRAS	RASGRF2	946
RRAS2	RASGRF2	929
PALB2	MSH3	802
ERCC1	MSH3	950
ERCC8	MSH3	823
RAD18	SLF1	956
ZW10	CENPE	832
NCAPG	CENPE	920
KIF18A	CENPE	985
KIF11	CENPE	988
KIF23	CENPE	969
SGO1	CENPE	833
AURKA	CENPE	869
NCAPH	CENPE	724
KNSTRN	CENPE	890
DLGAP5	CENPE	957
ZW10	SPDL1	854
CCNT2	AFF4	999
CCNT1	AFF4	999
ICE2	AFF4	934
PLXNC1	NRP1	874
SEMA3A	NRP1	999
FGF2	NRP1	935
RAD18	NBN	777
MDM2	NBN	774
BARD1	NBN	998
ERCC1	NBN	700
BRIP1	NBN	998
PALB2	NBN	801
TOPBP1	NBN	922
AKAP10	PRKAR2A	961
PRKAB2	PRKAR2A	761
AKAP11	PRKAR2A	738
INVS	AHI1	819
TOPBP1	DBF4	899
MCM4	DBF4	999
ORC6	DBF4	998
ORC3	DBF4	866
ORC2	DBF4	998
AGO2	CDK6	701
CDK7	CDK6	746
CCND2	CDK6	999
CCNT1	CDK6	793
KIF11	ANLN	947
MCM4	ANLN	841
AURKA	ANLN	741
NCAPH	ANLN	707
CENPE	ANLN	762
DLGAP5	ANLN	914
KIF23	ANLN	989
RAB27B	EXPH5	815
BRIP1	PMS2CL	993
KRAS	PMS2CL	776
ERCC1	PMS2CL	838
PIK3CA	PMS2CL	712
ERCC8	PMS2CL	744
MSH3	PMS2CL	999
BARD1	PMS2CL	738
PALB2	PMS2CL	947
DNAJC8	CCAR1	817
RBM39	CCAR1	875
CCNT1	GTF2H1	917
CCNT2	GTF2H1	908
ADAT2	GTF2H1	771
ERCC1	GTF2H1	894
BRIP1	GTF2H1	758
H4C6	GTF2H1	844
CDK7	GTF2H1	999
MNAT1	GTF2H1	999
ERCC8	GTF2H1	717
AP3B1	HPS5	827
PIK3CA	PIK3C2A	771
PIKFYVE	PIK3C2A	942
PI4K2B	PIK3C2A	929
IAPP	IDE	991
TBPL1	BTAF1	870
HTR2B	CACNA1C	916
PRKG2	CACNA1C	924
PPP2R3A	CACNA1C	710
CRY1	ARNTL2	864
AHR	ARNTL2	711
ABCC9	TMPO	721
TOPBP1	FANCM	708
PALB2	FANCM	940
BARD1	FANCM	713
RAD18	FANCM	957
ERCC1	FANCM	933
BRIP1	FANCM	969
MSH3	FANCM	822
ZRANB3	FANCM	835
GOLGA5	TRIP11	815
USO1	TRIP11	774
NT5E	SORD	830
CSF3	FGF7	718
FGF2	FGF7	812
NRP1	FGF7	893
IL1B	FGF7	708
BBS7	BBS4	999
BBS9	BBS4	999
IFT81	BBS4	716
BBS2	BBS4	999
APC	IQGAP1	731
RAP1B	IQGAP1	783
KRAS	IQGAP1	783
RHOQ	IQGAP1	792
MRPL32	EFL1	921
POLR1A	EFL1	742
RPL18A	EFL1	809
MRPL3	EFL1	807
MRPS10	EFL1	845
MTIF2	EFL1	719
H4C6	NCOR1	895
KMT2C	NCOR1	830
RARS1	NCOR1	942
NR3C1	NCOR1	995
BACH2	NCOR1	890
SIRT1	NCOR1	996
SMAD2	NCOR1	832
STAG2	ESCO1	839
KIF11	PLK4	912
CENPE	PLK4	866
KIF23	PLK4	777
FBXO5	PLK4	785
NCAPG	PLK4	860
RAD51AP1	PLK4	762
CEP135	PLK4	988
KIF18A	PLK4	715
GNPNAT1	UAP1	875
AQR	SDE2	830
SNRPA1	SDE2	859
SNRNP40	SDE2	837
UTP20	RPS27A	806
EIF3E	RPS27A	972
KMT2C	RPS27A	809
TRIM23	RPS27A	916
CSF3	RPS27A	702
SMURF2	RPS27A	993
H4C6	RPS27A	967
DHX29	RPS27A	744
PSMA6	RPS27A	980
MDM2	RPS27A	994
EIF2S3	RPS27A	983
UTP6	RPS27A	805
RBBP5	RPS27A	991
IDE	RPS27A	952
PSMC1	RPS27A	960
REV1	RPS27A	955
RPL18A	RPS27A	999
UBE2D4	RPS27A	781
STAM2	RPS27A	976
KRR1	RPS27A	920
NOL11	RPS27A	812
BIRC3	RPS27A	727
EIF2S1	RPS27A	994
RAD18	RPS27A	965
BARD1	RPS27A	953
BBS9	WDPCP	825
BBS7	WDPCP	814
BBS2	WDPCP	799
BBS4	WDPCP	766
COG3	VPS54	819
TOPBP1	ETAA1	834
CENPE	CENPC	913
H4C6	CENPC	963
TRIM23	AP1AR	778
RBBP5	SETD7	796
SIRT1	SETD7	865
KMT2C	SETD7	706
H4C6	SETD7	776
MDM2	RPL37	861
RSL24D1	RPL37	978
RPL18A	RPL37	999
DDX18	RPL37	867
RPS27A	RPL37	999
WDR12	RPL37	933
CDK6	SKP2	806
CCND2	SKP2	868
RPS27A	SKP2	913
CSF3	OSMR	704
KIF23	RASA1	820
PIK3CA	RASA1	702
RAB2A	RASA1	706
KRAS	RASA1	971
RHEB	RASA1	810
RRAS2	RASA1	935
GAB1	RASA1	712
CCNT2	GTF2H2	943
ERCC8	GTF2H2	949
ERCC1	GTF2H2	864
GTF2H1	GTF2H2	999
CCNT1	GTF2H2	908
CDK7	GTF2H2	999
H4C6	GTF2H2	829
MNAT1	GTF2H2	999
FANCM	SHPRH	709
RAD18	SHPRH	994
RASA1	EGFR	970
IQGAP1	EGFR	850
SOS2	EGFR	998
AGO2	EGFR	956
SMAD2	EGFR	736
GAB1	EGFR	999
SMURF2	EGFR	899
RPS27A	EGFR	769
PIK3CA	EGFR	999
FGF7	EGFR	927
NOTCH2	EGFR	744
CSF3	EGFR	857
NR3C1	EGFR	870
STAM2	EGFR	858
IL1A	EGFR	701
THBS1	EGFR	708
KRAS	EGFR	997
IL1B	EGFR	873
FGF2	EGFR	957
MDM2	EGFR	897
SLC10A1	EGFR	853
EIF2S1	CCT6A	836
STRN	CCT6A	716
RHOQ	DOCK11	724
ATG14	NRBF2	999
RB1CC1	NRBF2	999
PIK3C3	NRBF2	999
MPP5	LIN7C	956
MPP6	LIN7C	924
H4C6	NPAT	781
COIL	NPAT	758
ACAT1	NPAT	819
TOPBP1	ATM	954
KRAS	ATM	718
NPAT	ATM	722
MDM2	ATM	995
MSH3	ATM	938
VHL	ATM	701
ERCC1	ATM	975
FANCM	ATM	745
RPS6KB1	ATM	725
H4C6	ATM	772
NBN	ATM	999
SIRT1	ATM	856
EIF3E	ATM	768
BARD1	ATM	946
PMS2CL	ATM	886
RIF1	ATM	823
ERCC8	ATM	935
PALB2	ATM	945
BRIP1	ATM	933
AASDH	AASDHPPT	982
H4C6	AASDHPPT	811
WDPCP	KIAA1328	783
KLHL8	SPOPL	913
ACAT1	DLAT	949
RPAP3	PIH1D2	902
MDM2	USP15	767
SMAD2	USP15	865
RPS27A	USP15	769
SMURF2	USP15	985
IDE	USP15	768
AASDH	DIP2C	725
RARS1	NARS2	791
NARS1	NARS2	921
AARS1	NARS2	881
TTBK2	SCLT1	709
ZW10	NBAS	999
RINT1	NBAS	998
MTREX	NVL	983
RSL24D1	NVL	706
POLR1A	NVL	740
WDR12	NVL	785
AARS1	FARSB	814
EIF2S1	FARSB	711
RARS1	FARSB	706
FDXACB1	FARSB	936
ATG14	EPG5	723
STX17	EPG5	811
DLGAP5	SPC25	854
NCAPG	SPC25	866
KIF11	SPC25	796
KIF18A	SPC25	703
PRKG2	GUCY1A2	953
PDE6A	GUCY1A2	782
AQR	CWF19L2	912
SNRPA1	CWF19L2	986
SNRNP40	CWF19L2	942
RAD51AP1	USP12	804
RPS27A	USP12	909
ESCO1	NIPBL	853
NUP155	NIPBL	799
ARID4B	NIPBL	714
PHF3	NIPBL	976
STAG2	NIPBL	982
SGO1	NIPBL	788
CBX5	NIPBL	734
VCL	ITGA1	886
THBS1	ITGA1	758
LAMB1	ITGA1	856
LAMA4	ITGA1	809
CAPZA1	WASHC2A	929
MNAT1	MED21	955
GTF2H1	MED21	891
CDK7	MED21	883
MED13L	MED21	971
GTF2H2	MED21	913
H4C6	MED21	808
P4HA1	PLOD2	853
CEBPZ	RIOK2	806
MRPS10	RIOK2	829
UTP20	RIOK2	822
KRR1	RIOK2	996
RPS27A	RIOK2	923
UTP6	RIOK2	719
H4C6	SMARCA5	997
POLR1A	SMARCA5	778
NUP133	RANBP2	997
RASA1	RANBP2	872
NUP155	RANBP2	999
MDM2	RANBP2	767
UBA2	RANBP2	814
CSE1L	RANBP2	780
ZC3H14	MSI2	833
EGFR	UBASH3B	920
FARSB	OLA1	702
RARS1	OLA1	747
BARD1	OLA1	958
IL1B	LY96	723
FNBP1L	TSEN2	783
SGO1	SKA1	778
PLK4	SKA1	733
DLGAP5	SKA1	808
SPDL1	SKA1	946
NCAPG	SKA1	743
KIF18A	SKA1	848
KIF11	SKA1	837
KNSTRN	SKA1	748
CENPE	SKA1	886
ARID5B	C16orf87	852
CCT6A	LONP2	711
GEMIN6	GEMIN5	999
TGS1	GEMIN5	715
NUP155	NUP205	999
RANBP2	NUP205	994
NUP133	NUP205	997
TRIP11	SLC26A2	812
RRAS2	RASA2	933
RASA1	RASA2	736
KRAS	RASA2	947
RAD51AP1	SMC2	779
KIF11	SMC2	967
CENPE	SMC2	861
AURKA	SMC2	704
MCM4	SMC2	748
NCAPH	SMC2	999
NCAPG	SMC2	999
KIF23	SMC2	735
DLGAP5	SMC2	807
TOP2B	SMC2	780
CCT6A	VBP1	975
VHL	VBP1	958
KIAA1328	ADAMTSL3	999
WDPCP	ADAMTSL3	776
PIK3CA	BAG4	708
MCM4	ATAD2	860
H4C6	ATAD2	960
CENPE	ATAD2	729
SLF1	NSMCE2	765
FANCM	NSMCE2	721
RANBP2	NSMCE2	756
UBA2	NSMCE2	744
PLK4	SASS6	997
CEP135	SASS6	999
KIF23	BUB1B	926
KNSTRN	BUB1B	758
ZW10	BUB1B	928
KIF18A	BUB1B	913
NCAPH	BUB1B	915
PLK4	BUB1B	935
KIF11	BUB1B	994
AURKA	BUB1B	924
ANLN	BUB1B	800
DLGAP5	BUB1B	981
SPC25	BUB1B	930
RANBP2	BUB1B	752
BARD1	BUB1B	838
SPDL1	BUB1B	958
RAD51AP1	BUB1B	747
TAOK1	BUB1B	810
CENPC	BUB1B	770
SGO1	BUB1B	974
NCAPG	BUB1B	952
CENPE	BUB1B	999
SKA1	BUB1B	976
FBXO5	BUB1B	739
TOPBP1	FANCD2	765
RAD18	FANCD2	939
ATM	FANCD2	989
ERCC1	FANCD2	951
PMS2CL	FANCD2	832
REV1	FANCD2	835
MCM4	FANCD2	740
MSH3	FANCD2	780
PALB2	FANCD2	991
RPS27A	FANCD2	962
BRIP1	FANCD2	997
POLQ	FANCD2	715
FANCM	FANCD2	997
NBN	FANCD2	858
BARD1	FANCD2	783
SMAD2	ZFYVE9	999
EGFR	TIMP4	700
KRAS	PPARG	757
RARS1	PPARG	704
NCOR1	PPARG	999
EGFR	PPARG	843
SIRT1	PPARG	998
IL1B	PPARG	858
GPAM	PPARG	709
SMAD2	PPARG	707
CLDN16	CLDN12	764
PIK3CA	APPL1	735
RBSN	APPL1	707
SMARCA5	H2BC5	728
H4C6	H2BC5	992
ATE1	UBR1	780
MARCHF6	UBR1	859
RPS27A	UBR1	762
FANCD2	SLX4	992
MSH3	SLX4	967
FANCM	SLX4	938
TOPBP1	SLX4	975
ATM	SLX4	801
ERCC1	SLX4	999
PALB2	SLX4	868
BRIP1	SLX4	907
NBN	SLX4	703
BARD1	SLX4	734
LONP2	CLPB	843
DNAJC10	CLPB	711
APPBP2	ZYG11B	916
DNAH5	WDR63	873
DNHD1	WDR63	703
NANOG	ZNF281	820
POU5F1	ZNF281	800
BIRC3	REL	772
IL1A	REL	731
IL1B	REL	772
AGPS	PEX13	924
PEX1	PEX13	969
LONP2	PEX13	700
RAD18	SPRTN	807
PPP2R3A	SPRTN	827
POLD3	SPRTN	763
NUP155	NUP35	999
NUP133	NUP35	985
RANBP2	NUP35	997
NUP205	NUP35	999
WDPCP	BBS5	817
BBS7	BBS5	999
BBS2	BBS5	999
BBS4	BBS5	999
BBS9	BBS5	999
GNPNAT1	GNPDA2	961
MRPL3	MRPS18C	970
MRPL32	MRPS18C	973
PTCD3	MRPS18C	958
MRPS35	MRPS18C	994
MTIF2	MRPS18C	912
MRPS10	MRPS18C	998
RPL37	STT3B	786
UGGT1	STT3B	715
ALG10	STT3B	915
CANX	STT3B	747
RPL18A	STT3B	786
RAP1B	PRKCI	917
PIK3CA	PRKCI	952
RPS27A	EIF5A2	750
MRPL32	EIF5A2	939
RPL37	EIF5A2	811
RPL18A	EIF5A2	919
EFL1	EIF5A2	705
MRPL3	EIF5A2	819
MRPS10	EIF5A2	882
XPO4	EIF5A2	774
CEP135	SPICE1	741
H2BC5	ATXN7	705
CRX	ATXN7	922
TTBK2	ATXN7	792
RPS27A	ATXN7	739
FGF2	PTX3	982
IL1A	CXCL3	866
IL1B	CXCL3	860
THBS1	PF4	729
EFL1	MRPL33	859
EIF5A2	MRPL33	900
MRPL32	MRPL33	999
MRPL3	MRPL33	998
PTCD3	MRPL33	824
MTIF2	MRPL33	959
MRPS18C	MRPL33	966
MRPS35	MRPL33	992
MRPS10	MRPL33	998
BBS9	LZTFL1	986
BBS2	LZTFL1	984
BBS7	LZTFL1	982
BBS5	LZTFL1	975
BBS4	LZTFL1	976
VHL	UBXN7	771
PSMA6	UBXN7	780
DCUN1D1	UBXN7	738
SPATA5	UBXN7	710
ACAD11	UBXN7	994
UBR1	UBXN7	731
RPS27A	UBXN7	849
SGO1	MAD2L1	905
SMC2	MAD2L1	754
NCAPG	MAD2L1	837
ZW10	MAD2L1	811
PLK4	MAD2L1	893
KIF23	MAD2L1	821
RANBP2	MAD2L1	931
KIF11	MAD2L1	973
SKA1	MAD2L1	783
KIF18A	MAD2L1	926
AURKA	MAD2L1	929
MCM4	MAD2L1	855
CENPE	MAD2L1	942
DLGAP5	MAD2L1	906
SPDL1	MAD2L1	709
FBXO5	MAD2L1	838
BUB1B	MAD2L1	999
RAD51AP1	MAD2L1	859
SPC25	MAD2L1	913
NCAPH	MAD2L1	734
PRKG2	GUCY1A1	946
PDE6A	GUCY1A1	781
GUCY1A2	GUCY1A1	967
ICE2	NAA15	947
ESCO1	NAA15	741
NAA25	NAA15	993
MNAT1	NAA15	768
CCNT2	ICE1	906
ICE2	ICE1	998
AFF4	ICE1	923
CCNT1	ICE1	911
YAE1	ABCE1	913
SMARCA5	ABCE1	703
RPL18A	ABCE1	844
RPL37	ABCE1	811
EIF3E	ABCE1	956
EIF2S3	ABCE1	964
RSL24D1	ABCE1	783
XRN1	ABCE1	726
EIF2S1	ABCE1	977
DDX18	ABCE1	754
RPS27A	ABCE1	964
NUBPL	NDUFAF2	883
NOL11	RPS23	895
RPS27A	RPS23	999
MRPL32	RPS23	981
MRPS10	RPS23	944
EIF5A2	RPS23	891
UTP20	RPS23	982
EFL1	RPS23	851
RPL18A	RPS23	999
EIF2S3	RPS23	992
EIF2S1	RPS23	997
POLR1A	RPS23	739
MRPL33	RPS23	973
RPL37	RPS23	999
NUFIP2	RPS23	726
MTIF2	RPS23	837
MRPS18C	RPS23	706
POLR3B	RPS23	796
KRR1	RPS23	993
MRPS35	RPS23	863
ABCE1	RPS23	994
UTP6	RPS23	992
EIF3E	RPS23	982
MRPL3	RPS23	892
DHX29	RPS23	790
RIOK2	RPS23	980
SNRPA1	TCERG1	989
LSM8	TCERG1	808
SNRNP40	TCERG1	973
DNAJC8	TCERG1	820
CCAR1	TCERG1	920
MTREX	TCERG1	831
RBM39	TCERG1	887
RHEB	RICTOR	886
EGFR	RICTOR	706
PIK3CA	RICTOR	792
SIRT1	RICTOR	732
RPS6KB1	RICTOR	981
KRR1	UTP15	998
UTP6	UTP15	999
NOL11	UTP15	986
ESF1	UTP15	721
MTREX	UTP15	854
WDR12	UTP15	869
UTP20	UTP15	998
RPS27A	UTP15	872
RPS23	UTP15	992
EGFR	TLR3	729
IL1A	TLR3	807
BIRC3	TLR3	708
IL1B	TLR3	871
LY96	TLR3	705
EIF2AK2	TLR3	772
RAP1B	RAPGEF6	945
RAPGEF2	RAPGEF6	963
KRAS	NPM1	803
H4C6	NPM1	980
AGO2	NPM1	992
RANBP2	NPM1	727
